id_comment,comment,author,like_count,time,video_id
UgxeuHpB4tJs3VaxIa94AaABAg,"Yg saya heran setiap kali Bang Bennix bilang GOBLOK,TOLOL dll saya malah jadi lebih SEMANGAT, terimakasih Bang Bennix ❤",@misbakulhuda663,88,2025-10-12,585-A9uh6Qc
Ugx5BbOJxUVVP_SK1IR4AaABAg,Bubarkan OJK dan pinjol,@ahmadalisudibyo3601,10,2025-10-12,585-A9uh6Qc
UgzMivudK0Yg8PFHU414AaABAg,"Dari 40ribuan subs, now here we are",@RasanyaEnak-eb1jw,12,2025-10-12,585-A9uh6Qc
UgxdamfgLoDzVgHh8Rl4AaABAg,Kalau dari video yang udah-udah 5k likes aja paling dalam 24 jam 👀,@roe_goodknight,20,2025-10-12,585-A9uh6Qc
UgzdGewoFJXWotK9Mwp4AaABAg,"Sayang banget, viewer channel ini dipenuhi org2 asal bicara..Padahal sebelum channel ini terkenal, viewer dipenuhi oleh org2 teredukasi dgn baik..",@oppoajjawowo,9,2025-10-12,585-A9uh6Qc
UgxcebDLXCGAQB3wV4l4AaABAg,Bagus banget nih penjelasan Bennix. Jelas dan teknikal,@alphagate9044,1,2025-10-13,585-A9uh6Qc
UgyyqEZxun1EQwSEgap4AaABAg,Bismillah la ya,@SeseSese-c1c,5,2025-10-12,585-A9uh6Qc
Ugx5ktlzeY_--t4h5B14AaABAg,Mantap bung ben gasken,@arizalburhanudin4205,2,2025-10-12,585-A9uh6Qc
UgwlIPTqHuqaPLjG36t4AaABAg,"Nonton aja aaaahhh....no comment, free speech free act...",@buaya777,0,2025-10-13,585-A9uh6Qc
UgzV3kf88wpjmTvjOB54AaABAg,Mantap,@Andy-d2f6n,2,2025-10-12,585-A9uh6Qc
UgxbvuotXAzOIwtnS414AaABAg,Bennix CERDAS...!!!,@rasat86,0,2025-10-15,585-A9uh6Qc
UgwAsOCWBCYwmWfzjaR4AaABAg,Mantab bang ....,@Fauzy-lz2ql,2,2025-10-12,585-A9uh6Qc
Ugyo7Zh2IFIIFiWQVcd4AaABAg,Yoookk otw sejuta subs bang ben,@BuanaPrasetya,1,2025-10-12,585-A9uh6Qc
Ugy2Ju-m9X8c6t5Bnpx4AaABAg,Ngeribanget..,@WaliMajeduk,1,2025-10-12,585-A9uh6Qc
UgxfVo8YSZjIcjLj4f14AaABAg,Tq... Ilmunya om Ben 👍🙏🏼,@yusdmnk,0,2025-10-12,585-A9uh6Qc
Ugwk0Obg5a-jkoIQpEN4AaABAg,Saya dukung bahas emitennya di youtube publik bang ben ❤,@taufiq81,1,2025-10-12,585-A9uh6Qc
UgztQLm87sAvLbsxRcR4AaABAg,Thanks om Ben,@YusAdii-k9o,0,2025-10-13,585-A9uh6Qc
UgxetfV5M__gZnD8DWR4AaABAg,Selalu hadir nyimak full Om bennix.,@fuzimay611,5,2025-10-12,585-A9uh6Qc
UgwXr8hF-GV5zDm1-qB4AaABAg,"yang paling cuan adalah jualan kelas finance, padahal di finance tidak ada ilmu yang pasti yg bisa dijadikan di finance cuma PENGALAMAN wkwkwk",@FapFapJawa,0,2025-10-13,585-A9uh6Qc
Ugw9qNiWrw7k3gItnhh4AaABAg,Mantab bang ben info nya,@rismanoviana9846,0,2025-10-12,585-A9uh6Qc
Ugwf0Bqcg4y8N6MJDh14AaABAg,Pngn bljr saham om benix..kren bnget sih meurut saya..saya penggemar setia yutube om benix..cuma blum ada modal aj buat naro saham di om benix..keren sih sngt tertaik bngt..cuma blum ada rejeki om..siapa tau suatu sat ada rejeki buat naro saham fi benix grup..slm seht semoga om ben tmbh sukser trus..Amiin 🤲🤲🤲🤲,@MantriMan-j5q,0,2025-10-12,585-A9uh6Qc
UgygU8pmlMbKgGq2QeZ4AaABAg,Penjelasan nya sangat jelas jalas jelas 👍💪,@alvinlaura20390,0,2025-10-17,585-A9uh6Qc
Ugxr7ExUyBHWnByG7K14AaABAg,"Makasih banyak bang, ini ilmu penting banget buat saya. Saya biasa bayar eh dimari gratis, kayaknya saya mau ikut kelas abang nextnya",@bahasapaaja2872,0,2025-10-13,585-A9uh6Qc
UgyB_QGm1a-DffsJDhx4AaABAg,Pacak uge ika bejuget Ben ...jadilaaaa hahaha,@HakimiSaja,0,2025-10-12,585-A9uh6Qc
Ugx5xjUe-zGKbC-Lu794AaABAg,Keren !! ❤❤👍👍,@marifin-zt1dq,0,2025-10-13,585-A9uh6Qc
UgxpNL7DhGt-PwOOq8N4AaABAg,"Kompresor skrg sdh tidak ada gengsinya.. krn kompresor jurnal nulis2 buletin. Terkadang joki nulis sering ditemui. Beda dg profesor jaman dl krn menciptakan teori atau paten tertentu bs jadi kompreseor tidak mesti s3. Dahulu byk Prof.Ir. xxxx, skrg gelar seabrek value zero😅",@QSuNak,1,2025-10-12,585-A9uh6Qc
UgwsHzOVXogfxePhlnl4AaABAg,Thx info dan ilmunya Bro,@user-zb7jm3rq9k,0,2025-10-14,585-A9uh6Qc
UgzJ7ii8ypyOPcCRMWF4AaABAg,Kami macet kridit mintak tambahan modal untuk hidup kembali dlm hal dagang aja ribet,@AhsanulMubin-d4q,0,2025-10-12,585-A9uh6Qc
Ugwtoo-SWpXH2ErOViV4AaABAg,Saya mengikuti,@user-hu7vn6cy2u,0,2025-10-12,585-A9uh6Qc
UgzL6dksbChMpgmbbOR4AaABAg,konten kaya gini yg bikin subs lama jadi semangat lagi klo om ben bilang “ada emiten yg diuntungkan(+ nada cringg)”😂,@sayidfahlevy,0,2025-10-12,585-A9uh6Qc
Ugwtn1vk4lprSkJOCqJ4AaABAg,"Akhirnya w kenal, membership buat apa aja hehe",@BraveTone,0,2025-10-12,585-A9uh6Qc
Ugw_yGfoNytJdFhkvxF4AaABAg,remember! sell on news !!!!!!!!!!!!!!!!!!!!!,@1Voice_of_Vision,0,2025-10-12,585-A9uh6Qc
UgxffhRk4YDb6A_NGYd4AaABAg,"Hati2 saham gorengan,kolestrol,jantung,pening kepala",@isharyadi4307,0,2025-10-12,585-A9uh6Qc
Ugxdig8_2X8x6cT75Zh4AaABAg,"GIAA yg diuntungin, jgn percaya omongan gw, always dyor",@se.verance,0,2025-10-14,585-A9uh6Qc
UgwALYTaJtVymCXK2kh4AaABAg,ihsg 8000 portofolio yang di pegang belum gerak masih merah aja....,@maspulhamidi8856,3,2025-10-12,585-A9uh6Qc
UgxYAvCK2QZOBEfcik14AaABAg,Pecat ganti yg pinter dan jujur tdk malas.,@taufikbahanan2028,72,2025-09-16,lyBu3Ew3ZL4
Ugyp3hQeOzIoW4PVygp4AaABAg,Cara membersihkan lembaga adalah memberikan ketidakmampuan kepada pimpinannya,@Muhammad.A.Firdaus,31,2025-09-18,lyBu3Ew3ZL4
Ugz08ryE5t3TGVlUGnJ4AaABAg,*Karakter orang pintar akan selalu mencari keuntungan untuk diri sendiri*,@kaylaajh8148,1,2025-09-22,lyBu3Ew3ZL4
UgxsKg5s6w018j9kyj54AaABAg,"Seht2 BPK, semoga Allah ngasih kebahagiaan trus.",@InfinixSeries-m2s,0,2025-10-04,lyBu3Ew3ZL4
UgzU8MGA2LYPzmkYTvp4AaABAg,Utamakan kejujuran dab orang yang tidak serakah,@ikancupangpangkep1675,0,2025-10-02,lyBu3Ew3ZL4
Ugwv04zfkpAJGtf1ZJV4AaABAg,Selama ini terlena di zona nyaman,@ryanditw9763,0,2025-09-19,lyBu3Ew3ZL4
Ugy8ETanaQozm1qHolB4AaABAg,mereka yg sdh menerima tanggung jwb jika tdk mampu bekerja ya pecat.  profesional jika ingin maju tak ada kompromi,@retyaningsihretyaningsih1330,0,2025-09-24,lyBu3Ew3ZL4
Ugw-LjAXZQFvgFnhhph4AaABAg,"Bener, mana warga sekarang banyak yg bangga kalo gak bayar utang.",@knuklemachinebomb,0,2025-09-17,lyBu3Ew3ZL4
Ugz5AU2OyRE2idobTnB4AaABAg,Cerdas . Cerdik dan cermat ..,@krisnabayu4365,0,2025-09-16,lyBu3Ew3ZL4
UgwCoEQZGwgPxkOin_R4AaABAg,"Betapa susahnya mencari debitur yang prospek nya bagus, apalagi ditargetkan jangka pendek. Potensi bentrokan antara Analis dan Collection.",@joezhox79,0,2025-09-17,lyBu3Ew3ZL4
UgxA0pJFwzJfBOmI1p94AaABAg,"Sedikit sedikit mulai terlihat karakter aslinya, bikin program tapi yang eksekusi bawahan.  Kalau gagal cuci tangan kalau berhasil tepuk dada.",@dennywahyudi7157,1,2025-09-16,lyBu3Ew3ZL4
Ugxknv8G4gMhI-HTzl94AaABAg,"Nah gini dong ada gebrakannya, bukan cuma bikin pajak macam macam rasa",@syahrezaj,83,2025-09-12,xaT4GPEQhD0
Ugw-hv-eV3bzRP66Cu14AaABAg,"mantap terobosannya,",@alzikri3191,5,2025-09-12,xaT4GPEQhD0
UgyIlV3KoYMhSPSiR6N4AaABAg,"(رَبِّ اجْعَلْ هَـٰذَا الْبَلَدَ آمِنًا وَاجْنُبْنِي وَبَنِيَّ أَنْ نَعْبُدَ الْأَصْنَامَ)"" ya",@IDUYHAM,0,2025-09-12,xaT4GPEQhD0
Ugz_7EIVVEWIZVgYubB4AaABAg,❤,@AsepWahyudin-mt5dz,1,2025-09-14,xaT4GPEQhD0
Ugw0APmISW-lWKid8kB4AaABAg,BARU JALAN 1 MINGGU SMG MULUS PERJALANANNYA,@Suharto123Suharto12,0,2025-09-13,xaT4GPEQhD0
UgySDdCyz7U59W9JoSB4AaABAg,Ucapan itu do'a yg buruk akamenjadi baik atas izin Alloh karena Alloh lah yg berhak menentukan untuk kami mohon yang terbaik do'a kami selalu ada di garda terdepan untuk negri ini Aamin Aamiin Aamiin Yaa Robbal'alamiiin Yaa Alloh 🤲🏻🤲🏻🤲🏻,@YogiPramudyo,0,2025-09-13,xaT4GPEQhD0
UgwhWuX7q1gpCgr_PQJ4AaABAg,Alhamdulillah semoga bermanfaat untuk orang banyak,@YeniWidiastuti-j9v,0,2025-09-13,xaT4GPEQhD0
UgxcqxW61hYROWPVDY54AaABAg,Perempuan mmg suka menabung,@mbahmbah352,1,2025-09-13,xaT4GPEQhD0
UgzXbot74FmylTpOtup4AaABAg,Gass jangan Sampek kendor...,@naziraaja6082,1,2025-09-12,xaT4GPEQhD0
Ugw73EwYMSn8vubNgvB4AaABAg,alhamdulillah baik alhamdulillah  alhamdulillah ya alloh,@zidanyudamarta,12,2025-09-10,S-uR-p--OHs
UgyLOdd5fAeg_5FdwNp4AaABAg,"nah gitu donk baru bener , jgn cmn ngejer pajak aja",@venividivici3529,49,2025-09-10,S-uR-p--OHs
UgyQChBvhO0LYzJsciF4AaABAg,Sy lebih suka dgn style orang mcm ini.. Meski ceplas-ceplos tp sy yakin dia orang baik.,@mashamdani919,51,2025-09-10,S-uR-p--OHs
UgyjtdwZjeSp1MIIp6F4AaABAg,Mantappp ituu setuju,@NaturAku,45,2025-09-10,S-uR-p--OHs
UgwpHJdOfxKSRheJcMV4AaABAg,*Kita dukung saja*,@rimbaarkeo4931,12,2025-09-10,S-uR-p--OHs
UgxGQlQNhPNSDSs6KsN4AaABAg,Seribu tiga ratus triliyun tahun ini jatuh tempo ....warisan Mulyono...,@MaulanaRubai,9,2025-09-10,S-uR-p--OHs
Ugz_3cSlBMEbGZ4eq3x4AaABAg,"Ini sih mengundang penyakit  Bakal terjadi ""crowding out""..... alias investor bakal kabur",@setiadi76,1,2025-09-11,S-uR-p--OHs
Ugw9kMfCcINmaVrks0F4AaABAg,Mantap,@angkibachtiar6717,2,2025-09-10,S-uR-p--OHs
UgzuohAyX5pGo5K25YF4AaABAg,Mantap yg baru ini... tdk memeras dan mencari2 kesalahan WP..sslamat bekerja,@Sidneymelb,0,2025-09-11,S-uR-p--OHs
UgxfnNwP8G7FPrOrUYR4AaABAg,Ok.kita liat IHSg ya,@sofiyarini,2,2025-09-10,S-uR-p--OHs
Ugx5wnvngqbOTMICHXZ4AaABAg,Sederhana TPI meyakinkan..insyAllah🤲,@KusNadi-i8e,0,2025-09-11,S-uR-p--OHs
UgwhqRg_rDZiG6SZDkR4AaABAg,"Logika dasar nya, orang yg Ceria, yg slengean itu cerdas.  Mirip temen temen di Stand up komedi, mereka semua cerdas tentu, Cak lontong, Mamat Cs, bahkan legend Warkop DKI semua orang cerdas.  Semangat, kita Pantau pekerja nya",@SaniProperty-sz3sp,8,2025-09-14,qO3LAcESAIA
UgzRMiBx1vxr4aNoUwB4AaABAg,Sangat berpengaruh,@PhotoStoryChannel,11,2025-09-13,qO3LAcESAIA
Ugzfz_bZUVEtQA_QITx4AaABAg,baru kali ini ada pejabat minta maaf tanpa di demo,@NamaDisini,2,2025-09-14,qO3LAcESAIA
UgyQ1MXy5lys9qt-cTZ4AaABAg,"MBG..... dihapus aja, lebih baik buat sekolah SD.smp.smu.smk gratis",@A-udin,3,2025-09-15,qO3LAcESAIA
Ugzcb5jU404gaLn9kM94AaABAg,Mantap,@A-udin,0,2025-09-15,qO3LAcESAIA
UgxF5FfbaKhAdgLO7s54AaABAg,"Bagaimna pun adab itu nomor satu didlm kehidupan ini, adab adalah gambaran hati kita. Jangan arogan",@jenifer8741,0,2025-09-14,qO3LAcESAIA
UgwxSx-HXRiaItxsA7t4AaABAg,nah ini baru gebrakan yg bagus karna pertanggung jawaban jelas,@thehanica7977,0,2025-09-15,qO3LAcESAIA
UgxYR7rj1BGyPMGcA1h4AaABAg,"POKOKNYA PILIHAN CUMA DUA ,KALAU NGGAK SUKSES KALAU NGGAK HANCUR BERKEPING KEPING ....",@AgusTopan-j6y,8,2025-09-13,qO3LAcESAIA
Ugw2IwD9xSj78XzOv0t4AaABAg,Kenapa mesti tanya ke mantan ...??apa ga ada orang yg kompeten untuk dimintai pendapat... kacau,@drajatfatih4265,2,2025-09-13,qO3LAcESAIA
Ugyae-tS6-k2IqFVgPl4AaABAg,"high risk, high return",@deriaaaaya5026,0,2025-09-14,qO3LAcESAIA
UgwQ-OUHFiyoSaF5ZaZ4AaABAg,Nara sumbernya memang mantap.,@Nangkadeksolo,0,2025-09-15,qO3LAcESAIA
UgwgNJgyDGkKsGJprZV4AaABAg,"Kalau kg ada proper pertanggung jawaban dan tidak ada risk management, ini pasti berantakan.",@FirmanS88,0,2025-09-14,qO3LAcESAIA
Ugx4NUY-Q3zXoa9m1op4AaABAg,Semoga diikuti dengan penegakan hukum yang baik.,@engkuskusmana8653,24,2025-09-11,HNr2Zkbi_LA
UgzqtRVRjHL1lPbh-LN4AaABAg,"Pelaku pasar/entrepenueur adalah org² pintar yg dpt memberiksn konstribusi,tau celah pasar riel.",@Agustawankarnajaya,1,2025-09-12,HNr2Zkbi_LA
UgxiPStSxHP_eHYtyKd4AaABAg,Exennya cukup cerdas dan berani 👍,@aminamin6703,3,2025-09-11,HNr2Zkbi_LA
UgyNAFoyu4GyEhwXSrp4AaABAg,Cerdas👏,@TomDR88,6,2025-09-11,HNr2Zkbi_LA
UgxaZBSR5mOeukDAJUB4AaABAg,Alhamdulillah mantapp,@channelaliansi3046,1,2025-09-11,HNr2Zkbi_LA
Ugy0oOAkbFm1bqCJ34B4AaABAg,"habis nyungsep skrg rebound , mantaplah, padahal kirain belum bottom",@ryohamaru,9,2025-09-11,HNr2Zkbi_LA
UgzxuJvSR_-v-qZAy494AaABAg,Nemperlancar perjudian. Mantap,@ashkid4796,0,2025-09-12,HNr2Zkbi_LA
UgzCe3qS1BvxT6XCdDd4AaABAg,"Kebijakan subsidi mobil listrik dirubah mobil listrik gratis masuk tol, akan meningkatkan penjualan mobil listrik dan mendukung industri EV di dalam negeri",@ydsugiono468,0,2025-09-12,HNr2Zkbi_LA
UgzCznMc1vSjYCGyYNp4AaABAg,mendengar berita ini pasti banyak yg sumringah...siap siap...😁,@SlametRiyadi-mw6xd,0,2025-09-12,HNr2Zkbi_LA
Ugz_3C7zUZpXm3AOe7N4AaABAg,CNBC menghadirkan narsum yg paham pasar 👍,@NanaMulyana-f6d,0,2025-09-12,HNr2Zkbi_LA
Ugxf8uX89Kw8zhw9sRd4AaABAg,"Suka sama gayanya, optimis dan tdk overthinking",@allansuarman1281,2,2025-09-11,_3J7dktLIm4
UgzLUVpLBVwVsPlVBnl4AaABAg,"Anggota DPR jangan di kasih berlebihan tidak ada manfaatnya, yg penting iklim investasi menjadi lebih baik",@yosudarsoyosudarso8040,2,2025-09-11,_3J7dktLIm4
UgzbIZDn1iaL0hBGIj94AaABAg,Orang yg kadang ngomong nya ceplas ceplos di pandang arogan justru orang itu jujur,@lanangewelas9237,0,2025-09-11,_3J7dktLIm4
UgzgYySSdRhcZQwIWoB4AaABAg,Mudah2an berjalan dengan baik,@CarissaPutri-u1s,0,2025-09-11,_3J7dktLIm4
UgwfRHnAKQgkjXm_DNp4AaABAg,Mantap,@heybung8335,0,2025-09-11,_3J7dktLIm4
UgxPSBFmSHnv_dB7is54AaABAg,Semoga tdk ada yg gagal bayar ya,@FLFL-x8l,1,2025-09-11,_3J7dktLIm4
UgwaXuMn4lIbq2-jvI14AaABAg,"Jangan sampai Judol merebak terus, harus di waspadai",@ahmadismail6588,1,2025-09-11,_3J7dktLIm4
UgyjXncTOj2wJYeRq4p4AaABAg,Lanjutkan.,@iwanridwan3696,5,2025-09-11,_3J7dktLIm4
Ugx3QF9eWuzWGmflrrx4AaABAg,Mantap ini,@FajarDM,0,2025-09-11,_3J7dktLIm4
UgwZZebF0UPSpaSn4nx4AaABAg,"Very brilliant sih ini, sampe detail kenapa BSI karena hanya BSI yang ada di ACEH, ga nyangka sampe sedetail itu! good start!",@azerco9962,37,2025-09-12,tOUgdSNKHkA
UgwykZfa_8GG3JlVanp4AaABAg,serapan KUR perlu di optimalkan.,@jackman-f1r,10,2025-09-12,tOUgdSNKHkA
UgzGWEod_1rmgMiSSPB4AaABAg,"Org ini kalau ngomong enak di dengar, mudah di pahami dan transparan, cerdas dan berani membuat trobosan baru",@bujangbugau3525,0,2025-09-12,tOUgdSNKHkA
UgyrAH5trpaTCMkBv7t4AaABAg,Jelas detil gampang di mengerti,@IstigfarAstagfirullah,2,2025-09-12,tOUgdSNKHkA
UgzOj6Tv6ap1jyMnk3l4AaABAg,Mantap 😊,@123Attack,3,2025-09-12,tOUgdSNKHkA
Ugw1QUsQzCsTnDj7F_x4AaABAg,5:20 makasih ilmunya,@isamovich8077,2,2025-09-12,tOUgdSNKHkA
UgzGUaIzxmNhcchDRwV4AaABAg,Berkah utk semua,@yudameylando8041,0,2025-09-12,tOUgdSNKHkA
Ugz1iljGKuMGXy4RDMl4AaABAg,Lanjutkan 👍👍,@MuhamadHeri-w1s,2,2025-09-12,tOUgdSNKHkA
UgwZ64oLMrdfOfaCbgx4AaABAg,"Tiap hari konpres keren, transparan gak sembunyi2. Gassss... ❤",@HamraLeia,0,2025-09-12,tOUgdSNKHkA
UgyR2ONjrAvtZvvVTgJ4AaABAg,Kalo sri takut banget nyebut nominal.. ini mantep sih terbuka lebar,@fuadzaad,0,2025-09-12,tOUgdSNKHkA
UgyIPA3cXYDcqKYD8ZR4AaABAg,supaya roda kehidupan berputar yah,@dedenuryadin333,0,2025-09-12,tOUgdSNKHkA
UgzEj2_ipRtofq9HDj14AaABAg,Ga Yakin Dengan Strateginya.,@mardionata,3,2025-09-12,tOUgdSNKHkA
UgxdtKnQtL8y4qYyEbd4AaABAg,Masalahnya klu kena blacklist dikit saja nggak bisa pinjam jadi kasihan yg kena blacklist,@user678yv78,1,2025-09-12,tOUgdSNKHkA
Ugzvj5WEriMxPkqbIId4AaABAg,Mantulll sat set pnuh perhitungan,@yusufcappucino221,0,2025-09-12,tOUgdSNKHkA
UgyTdfApjIy6husqBud4AaABAg,Jaman SBY w buat kartu kridit tp dibuat dengan muda  lsng  kartu kridit 20jt gila keren,@LordTaurus-s6d,1,2025-09-12,tOUgdSNKHkA
UgxFqBihvfW8ehNYBZ14AaABAg,Semoga kompas com selalu  membuat berita akurat,@munamuna8833,0,2025-09-12,tOUgdSNKHkA
UgwzRyIJF96qy8lrGap4AaABAg,Pastikan kontrol ketat.......otak dan  mata manusia rakus lagi pada mikir....gimana masuk ke rekening gua dgn aman ...😂,@henjulisnandar4127,1,2025-09-12,tOUgdSNKHkA
UgyNZ99fft3Q84HIv4R4AaABAg,"kyak gini kog ada yg ga suka  .org cerdas, langkah cepat, jujur, kadang lucu",@cleareyes2254,0,2025-09-12,tOUgdSNKHkA
UgyNIIX-5zTGudE2ZRt4AaABAg,Siap2 KPK jangan lengah,@AdelyaDel-d7n,13,2025-09-11,qhePd6FzOaw
UgxqKI6F3sJ0u1D8SGp4AaABAg,Semoga jadi lebih baik.,@CandraLosong,3,2025-09-12,qhePd6FzOaw
UgwXcYjra5zObU8vXI94AaABAg,Mantap..,@dwiheruw,1,2025-09-17,qhePd6FzOaw
Ugx44uajfCmkDBqG1P14AaABAg,Hps saja lurah2 dipedesaan..jadi satu saja melalui bupati lebih afdol...,@LiaSteven-h8w,4,2025-09-12,qhePd6FzOaw
Ugzy_lq_HGS5O7prGjt4AaABAg,"Jangan berfikir positif dlu . Liat cara kerja nya , KLO kita berdikran negatif trus GK ada hbis nya . Berfikir yg baik insya Allah kedepan nya. Baik .",@TutiHastuti-v9c,0,2025-09-12,qhePd6FzOaw
UgykrgYCXQ-YhugvkPN4AaABAg,Hutang riba dan pajak.. amsyong lah,@juangcook9249,0,2025-09-12,qhePd6FzOaw
UgwTPXd3YpicadvFHm94AaABAg,Hati2 jangan sampai terulang kasus BLBI jilid 2,@TamSar-yj3mn,0,2025-09-13,qhePd6FzOaw
UgxiMUo_Rcs_j3ieFUZ4AaABAg,Kalau liat dr cara ngomongnya. Kok krg percaya ya,@FZNChannel,0,2025-09-11,qhePd6FzOaw
UgzWhbqvFDLzMMF2gjV4AaABAg,Seger...sgerrr,@Agustawankarnajaya,0,2025-09-11,qhePd6FzOaw
UgwZJ_mtlbmx8nwASZ94AaABAg,Tak pikir dibagikan ke pensiun janda yg tiap bln dibawah UMR,@budiartibudiarti6545,0,2025-09-14,qhePd6FzOaw
Ugxgl6h_ODCBft-vah54AaABAg,KUR,@sultanzakyah8603,0,2025-09-11,_qRzTJIDAHA
Ugx13pMrBLbse7P8llx4AaABAg,Tarik aja dri kantong jokowi 11rb Trilyun,@mooringland2646,0,2025-09-11,_qRzTJIDAHA
Ugw8Lh4sIDbdvZIxWXV4AaABAg,Para karyawan d tawarin top up nih😊,@AFC-5758,2,2025-09-16,GQ_YTznY7gU
UgwDWLWvg2PwKZU6FEN4AaABAg,Mantap,@yusmantityusmantit7457,0,2025-09-15,GQ_YTznY7gU
Ugw42VevdwwWbnUIPhN4AaABAg,"Butuh Modal untuk dagang rumah rumah baru , laku & Japri",@therazakshow1264,0,2025-09-16,GQ_YTznY7gU
UgwWyG8wLsYB2-6Urrh4AaABAg,Wes zamane dong stres Kabeh . Seng duwe Duwet stres opo maneng seng Ra duwe Duwet tambah stres,@CamillaCahaya,0,2025-09-18,JpTV4lXHWOo
Ugz3D6cymN-Nmj0ASO94AaABAg,Jogetin aja,@imransusantio7244,1,2025-09-18,JpTV4lXHWOo
UgwzIqt3zmQGHKRIagN4AaABAg,Knp hris pusing berikan aj ke dibitur yg macet namun tetap beritikat baik Selma ini bukan berarti mrka TDK BS berkembang LG karna nmnya usha kdng naik kdng turun,@aryasaputra3159,0,2025-09-18,JpTV4lXHWOo
UgyL99JMEu8T3HY8BC54AaABAg,Nyicilnya pusinggg,@ashfurimuhammad3052,1,2025-09-18,JpTV4lXHWOo
UgyJYLvL-R-DJlSESbN4AaABAg,salurkan ke petani  untuk bertanam ganja seperti thailand bisa ekport ke america serikat dan eropa,@chairulanwartanjung5193,0,2025-09-18,JpTV4lXHWOo
UgxZ7Dii1QiJpHrCEVJ4AaABAg,Cari pinjaman KUR juga masih sulit,@christianwangsa888,0,2025-09-18,JpTV4lXHWOo
